text,label
"The  decision  extended  to  the  formation  of an  open-ended  ad  hoc  group  toimplement  this  process, which  became  known  as  the  Ad  hoc  Group  on  theBerlin Mandate (AGBM; see chapter 2).",0
"Ofthe  many  submissions  made  during  the  AGBM  negotiation  process  onmitigation objectives and their distribution among Parties, a proposal by Brazilon the distribution of emission targets still has a certain relevance. Its scientific",0
85,0
11,0
UNFCCC Handbook,0
and  methodological  aspects  continue  to  be  discussed  on  the  SBSTA  agenda(see Box 11.5).,0
"Based on the work of the eight sessions of the AGBM, the Kyoto Protocolto the Convention was adopted at COP 3 on 11 December 1997. Some coreelements of the Protocol are summarized in Box 11.4. Decision 1/CP.3, bywhich the Kyoto Protocol was adopted, also launched a process for the COPto  consider  outstanding  issues  related  to  the  Protocol’s  implementation,such  as  more  specific  rules  on  the  Kyoto  mechanisms  (Box  11.2)  and  onLULUCF (Box 11.3).",0
Box 11.3: Core elements of the Kyoto Protocol,0
"Annex I Parties that are also Parties to the Protocol agreed to be legally bound byspecific commitments on GHG limitation or reduction. The reduction, or limitation,objectives of all of these Parties are listed in Annex B of the Protocol. The reductionsenvisaged are calculated to add up to a total of at least 5 per cent below baselinelevels for the group as a whole, the normal base year being 1990 (with provisions forflexibility for EITs and certain types of gases). The limitation and reduction objectivesare not targeted at a single year, but are calculated as the mean of reductionslogged over a five-year commitment period from 2008 to 2012. The maximumamount of carbon dioxide emissions units (or the equivalent of such units in the caseof other GHGs) that a Party may emit during the commitment period, if it is to fullycomply with its emissions target, is referred to as its assigned amount.The Protocol provides for a comprehensive inclusion of GHGs and sources. ForGHGs, rather than providing values for individual gases, reduction/limitationobjectives refer to a basket of four gases (carbon dioxide, methane, nitrous oxide,sulphur hexafluoride) and two groups of gases (hydrofluorocarbons andperfluorocarbons), listed in Annex A of the Protocol. Annex A also contains a list ofsectors and source categories. Removals of GHGs by sinks can be counted towardsa country’s commitments, subject to certain conditions (see Box 11.3).Although each Party listed in Annex B has its individual reduction or limitationcommitment, the Protocol contains a range of provisions for flexibility. Parties mayform a group whose emissions are counted together rather than individually for eachParty, an approach chosen by the European Union. Furthermore, the Protocolintroduces three flexibility mechanisms allowing countries to achieve a proportionof their commitments by earning credits for GHG emissions avoided or GHGremovals achieved in other countries (see Box 11.2). The Protocol also requires theCOP/MOP to approve procedures and mechanisms relating to compliance at its firstsession (see Box 2.3 in chapter 2).The Kyoto Protocol entered into force on 16 February 2005. It includes provisions forreviewing commitments so that they can be strengthened over time. It states thatnegotiations on targets for the second commitment period are to start in 2005, bywhich time Annex I Parties which are Parties to the Protocol should have madedemonstrable progress in meeting their commitments. Accordingly, COP/MOP 1decided to initiate a process to consider further commitments by Annex I Parties forthe period beyond 2012. An ad hoc working group of Parties to the Protocol wasestablished to conduct the work and report at each session of the COP/MOP(decision1/CMP.1). The group was requested to complete its task so as to avoid anygap between the first and second commitment period (see chapter 2).",0
86,0
Mitigating climate change,0
11,0
"Relevant COP decisions:Decision 1/CP.1: The Berlin Mandate: Review of the adequacy of Article 4,",0
"paragraph 2(a) and (b), of the Convention, includingproposals related to a protocol and decisions on follow-up",0
Decision 1/CP.3: Adoption of the Kyoto Protocol to the United Nations,0
Framework Convention on Climate Change,0
"11.B.6.b. Second review of adequacyAs  Article  4.2(d)  provides  for  the  second  review  of the  adequacy  of Article4.2(a)  and  (b)  to  take  place  no  later  than  31  December  1998, this  issue  wasincluded  on  the  agenda  of COP  4  (November  1998). Despite  intensiveconsultations,it  proved  impossible  to  reach  any  agreement  on  this  matter.Parties  agreed  that  the  existing  commitments  of Annex  I  Parties  were  notadequate and that the Kyoto Protocol was an important step towards achievingthe ultimate objective of the Convention. However, they failed to reconcile theirdifferences  on  how  to  conduct  the  review  and  on  what  steps  needed  to  betaken. This  was  mainly  due  to  sharply  differing  views  between  Annex  I  andnon-Annex I Parties over the scope of the review (i.e. whether it encompassedthe possibility of discussing the future role of developing countries).",0
"In line with rule 16 of the draft rules of procedure (see chapter 2)56, the item wastabled again on the provisional agenda for COP 5 in 1999. At COP 5, the Groupof 77 and China proposed an amendment to the wording of this item as follows:“Review of the adequacy of implementation of Article 4.2(a) and (b)”57. Therewas no agreement on that proposal, and the item was held in abeyance. Duringthe session, the President consulted with Parties but without achieving consensus.",0
"Since COP 5, the item has been included on the provisional agenda of eachCOP with a footnote reflecting the amendment proposed by the Group of 77and China. Given the continuing lack of agreement, the item has been held inabeyance  at  every  COP, although  successive  Presidents  have  consulted  withParties on possible ways of achieving consensus. Each President has includedinformation on the outcome of the consultations in their report to the COP.",0
"SBSTA 17 (October/November 2002) invited the scientific community, includinginternational assessment programmes, to continue research on the scientific andmethodological aspects of the proposal and to make results available to Parties.It also decided to review progress at SBSTA 23 in November 2005.",0
"A  third  expert  meeting  on  the  Brazilian  proposal  (September  2003  in  Berlin,Germany) was organized by the governments of Brazil, the UK, and Germany,and a side-event on the issue took place at SBSTA 20 in June 2004. The SBSTAagreed to return to the consideration of scientific and methodological aspectsof the proposal at its twenty-fourth session (May 2006).",0
"56 Rule 16 provides that “any item on the agenda of an ordinary session, consideration of which has not beencompleted at the session, shall be included automatically in the agenda of the next ordinary session, unlessotherwise decided by the Conference of the Parties”.",0
57 Bold type not in the original.,0
87,0
11,0
UNFCCC Handbook,0
Box 11.4: Scientific and methodological assessment of contributions to climatechange: the Brazilian proposal,0
"As part of the negotiations on the Kyoto Protocol, the delegation of Brazil proposed, at AGBM 7 (July–August1997), setting differentiated emission reduction targets for Parties according to the impact of their cumulativehistorical emissions, starting from 1840, on the global-average surface temperature58. The proposal suggestedthat reductions towards an overall emission ceiling for all Annex I Parties (30 per cent below 1990 levels by theyear 2020) were to be shared among individual Annex I Parties proportional to their relative share ofresponsibility for climate change. In order to determine this share, the proposal suggested using an agreedsimple climate model.While some aspects of the proposal have been overtaken by the outcome of the Kyoto Protocolnegotiations, there is continued interest in its scientific and methodological aspects. They are centred on thequestion of how, if at all, responsibilities for a global rise in temperature can be calculated from historicalemissions. COP 3 referred the scientific and methodological aspects of the proposal to the SBSTA59.The Brazilian government organized a workshop on its proposal in the margins of COP 4 in 1998 and anexpert meeting in its own country in 1999. It presented revised versions of its proposal in 1998 and again in2000. SBSTA 11 (October/November 1999) asked the secretariat to coordinate a review of the revisedproposal by experts. It also invited Parties to submit information.SBSTA 14 (July 2001) took note of the progress achieved on the issue, including the conclusions of anexpert meeting held in May 200160, and encouraged Parties to pursue and support the ongoing researcheffort. It also asked the secretariat to continue its work on the proposal.  In March 2002, the secretariat encouraged research institutions active in the field of climate changemodelling to share information to provide, as a first step, new and comparable results on contributions toclimate change. The secretariat organized a second UNFCCC expert meeting (September 2002 in Bracknell,UK) to assess the preliminary results provided by the research institutions, to encourage cooperationbetween developing and developed country scientists and to identify next steps, including future analysis61.",0
"11.C. Measures to mitigate climate change: non-Annex I PartiesAccording  to  the  guidelines  for  the  preparation  of national  communicationsfrom non-Annex I Parties adopted at COP 8 (decision 17/CP.8 and Annex; seechapter  18), each  Party  is  to  provide  the  COP  with  a  general  description  ofsteps taken or envisaged towards “formulating, implementing, publishing andregularly  updating  national  and, where  appropriate, regional  programmescontaining measures to mitigate climate change”. More specifically, “based onnational circumstances, non-Annex I Parties are encouraged to provide, to theextent  their  capacities  allow,information  on  programmes  and  measuresimplemented  or  planned  which  contribute  to  mitigating  climate  change  …,including, as  appropriate,information  by  key  sectors  onmethodologies, scenarios, results, measures  and  institutional  arrangements”.Parties  have  indeed  reported  a  wide  range  of measures  in  their  initialcommunications with varied scope and level of detail. Most measures relate tothe energy, agriculture, LUCF and waste management sectors62.",0
relevant ,0
58 Contained in FCCC/AGBM/1997/MISC.1/Add.3,0
<http://unfccc.int/resource/docs/1997/agbm/misc01a03.pdf>.,0
"59 FCCC/CP/1997/7/Add.1, section III.3 <http://unfccc.int/resource/docs/cop3/07a01.pdf>.60 Contained in FCCC/SBSTA/2001/INF.2 <http://unfccc.int/resource/docs/2001/sbsta/inf02.pdf>.61 The report of the expert meeting is contained in FCCC/SBSTA/2002/INF.14",0
<http://unfccc.int/resource/docs/2002/sbsta/inf14.pdf>.,0
88,0
Mitigating climate change,0
11,0
"COP  11  (November–December  2005)  introduced  a  new  agenda  item  onreducing  emissions  from  deforestation  in  developing  countries. Partiesrecognized the need to address this issue as part of mitigation. Topics underconsideration  include  scientific, technical  and  methodological  issues. Partieswill  also  exchange  relevant  information  and  experiences,including  policyapproaches and positive incentives. SBSTA 24 (May 2006) took up this item andwill report on it at its twenty-seventh session, drawing on submissions by Partiesand accredited observers.",0
"According to the sixth compilation and synthesis of initial national communicationsfrom  non-Annex  I  Parties63, sequestration  of carbon  dioxide  emissions  by  theLUCF sector in most non-Annex I Parties offset the GHG emissions originatingfrom this sector. Roughly half of the reporting Parties also identified measures tolimit emissions and enhance removals by sinks in the LUCF sector.",0
"According to Article 12.4 of the Convention, developing country Parties mayalso  propose,in  their  national  communications, mitigation  projects  ascandidates for financing. These could include specific technologies, materials,equipment, techniques or practices that would be needed to implement suchprojects, together  with, if possible, estimates  of removals  of GHGs  and  anestimate of the consequent benefits. Many Parties have submitted such projectproposals  in  their  national  communications. The  secretariat  has  developed  adatabase  for  them  and,following  decision  12/CP.4, compiles  and  makesavailable  to  Parties  a  list  of them. Some  of the  projects  have  already  beenimplemented  with  funding  from  the  Global  Environment  Facility  (GEF; seechapter  13)  or  from  bilateral  and  other  sources. As  of March  2005, the  listcontained  469  project  concepts  and  profiles  proposed  for  financing64. SBI  23",0
Figure 11.2: Distribution of project proposals by sector in developing countries,0
Energy supply 30%,0
Industrial 14%,0
Agriculture 6%,0
Solid waste and waste-water disposal 4%,0
Transport 11%,0
Forest 22%,0
Unclassified 1%,0
"Residential, commercial and institutional buildings 12%",0
62 See FCCC/SBI/2005/18/Add.3 <http://unfccc.int/resource/docs/2005/sbi/eng/18a03.pdf> and,0
FCCC/SBI/2004/INF.13,0
63 See FCCC/SBI/2005/18/Add.364 FCCC/SBI/2005/.INF.2 <http://unfccc.int/resource/docs/2005/sbi/eng/inf02.pdf>. For a more,0
"comprehensive list also including proposals already implemented, approved for funding, or planned forimplementation, as well as prioritized areas/activities for mitigation or mitigation options, seeFCCC/SBI/2004/.INF.13 <http://unfccc.int/resource/docs/2004/sbi/inf13.pdf>.",0
89,0
11,0
UNFCCC Handbook,0
Box 11.5: Measures to combat climate change in non-Annex I countries ,0
Non-Annex Parties have reported the following measures that combat climate change in their nationalcommunications:,0
Energy supply improving energy efficiency and conservation; increasing transformation efficiency; modernizing thermoelectric utilities; reducing losses in transmission and distribution; developing plans to promote rural electrification,0
and use of renewable energy sources. ,0
"Energy demand:  promoting information in the transport,",0
"residential, commercial and industrialsubsectors.",0
Agriculture: reducing methane emissions in rice cultivationthrough improved farm management practices;,0
 changing traditional farm practices; reducing areas under cultivation; shifting to shorter-duration rice varieties; rotating crops; diversifying and intensifying crops; increasing areas under directly seeded rice; providing training and dissemination of information,0
on mitigating methane emissions  from ricepaddies;,0
 improving water management through soil,0
aeration and periodic drainage of paddy fields;,0
 adopting intermittent irrigation systems; using chemical compounds to inhibit the,0
production of methane;,0
 improving cattle management practices; optimizing livestock populations; improving livestock production through diet; using nutrient supplement urea-molasses-,0
mineral blocks;,0
 supplementing poor quality roughage with,0
legumes and/or low-cost agricultural by-products;,0
 expanding pasture and forage conservation,0
for dry-season feeding;,0
" improving collection, use and storage of",0
organic waste;,0
 using animal waste for energy production. ,0
"Land-use change and forestry:  conserving existing forest cover; developing commercial plantations,",0
agroforestry;,0
" preventing and controlling forest fires; controlling diseases and pests; controlling acid rain damage; creating woodland, low-impact logging; improving timber utilization; converting low productivity lands into",0
grasslands and rangelands.,0
"Waste management: minimizing waste at the production,",0
"distribution, consumption and disposalstages;",0
" recycling waste; improving organic waste collection, utilization",0
and storage systems;,0
 improving waste-water treatment; using waste for energy production; incinerating waste; regulating to control urban industrial pollution.,0
identified ,0
improving  the  reporting  of projects ,0
"asked the Consultative Group of Experts (CGE) to make recommendations onways  ofin  nationalcommunications from non-Annex I Parties in accordance with Article 12.4 ofthe Convention. It also asked the CGE to report to, and advise, the SBI, at itstwenty-sixth session (May 2007), on ways of improving access to financial andtechnical support for such projects. Furthermore, in its decision 5/CP.11, theCOP  reiterated  its  request  to  the  GEF  to  assist  non-Annex  I  Parties  informulating  and  developing  project  proposals  identified  in  their  nationalcommunications, when  Parties  are  formulating  their  national  programmes  toaddress climate change issues, and to report on it to the COP.",0
90,0
Mitigating climate change,0
11,0
Relevant COP decisions:Decision 12/CP.4:,0
Initial national communications from Parties not includedin Annex I to the Convention ,0
Decision 17/CP.8: Guidelines for the preparation of national,0
"communications by Parties included in Annex I to theConvention, part I: UNFCCC reporting guidelines onannual inventories.",0
Decision 5/CP.11: Additional guidance to an operating entity of the,0
financial mechanism,0
"11.D. Other areas of relevance for mitigationEducation, training and public awareness: the New Delhi work programme onArticle 6 of the Convention recognizes the importance of Article 6 in engagingall in developing and implementing policies on climate change, consistent withsustainable development goals. Under the programme, Parties are called uponto  inform  the  public  about  causes  of climate  change  and  sources  of GHGemissions, as well as actions that can be taken at all levels to address climatechange (see chapter 16).",0
"The  frameworks  for  capacity-building in  developing  countries  and  in  EITsadopted at COP 7 (decisions 2/CP.7 and 3/CP.7; see chapter 17) include issuesaround  GHG  inventories, managing  emission  databases, and  systems  forcollecting, managing  and  using  activity  data  and  emission  factors. They  alsoinclude  assessments  for  implementing  mitigation  options. The  technicalpaper65 investigating  the  range  and  effectiveness  ofthese  activities  indeveloping  countries  confirms  that  GHG  emissions  inventories  is  one  of theareas where the need for capacity-building is high. Parties are also assisted bythe web-based technology information clearing house TT:CLEAR that providesinformation on methods, models, and tools to assess mitigation and adaptationoptions and strategies.",0
Relevant COP decisions:Decision 2/CP.7:,0
Decision 3/CP.7:,0
Capacity-building in developing countries (non-Annex IParties)Capacity-building in countries with economies intransition,0
"65 The range and effectiveness of capacity-building in developing countries relating to decision 2/CP.7,",0
FCCC/TP/2004/1 <http://unfccc.int/resource/docs/tp/tp0401.pdf>.,0
91,0
,0
"accurate, consistent  and ",1
"Communicating information on implementationThe  ability  of the  international  community  to  achieve  the  objective  of theConvention depends on accurate knowledge of trends in GHG emissions andon altering these trends. The most appropriate action can only be taken on thebasis  ofinternationally  comparable  data.Communicating  relevant  information  on  the  most  effective  ways  to  reduceemissions  and  adapt  to  the  adverse  effects  of climate  change  also  puts  theworld collectively on the path of sustainable forms of development. Under theConvention therefore, all Parties must communicate certain information to theCOP. In  accordance  with  the  principle  of“common  but  differentiatedresponsibilities” enshrined  in  Article  3  ofthe  Convention, the  informationsubmitted by Annex I and non-Annex I Parties differs in scope and content.",1
The  two  main  elements  of the  information  on  implementation  are  nationalinventories of GHGs and details of the activities a Party has undertaken toimplement  the  Convention. Annex  I  Parties  have  to  submit  information  ontheir  national  inventories  annually. They  have  to  submit  information  on  theiractivities  to  implement  the  Convention  in  their  national  communications  –documents prepared by the dates decided by the COP.,1
"In  this  chapter, section  18.A  describes  the  provisions  of the  Convention  thatapply to all Parties. Section 18.B addresses national communications by AnnexI Parties and section 18.C inventories by Annex I Parties. Reporting provisionsunder the Kyoto Protocol are addressed in Box 18.1 (national communications),Box 18.4 (reviewing information) and Box 18.5 (guidance). Finally, section 18.Ddiscusses national communications by non-Annex I Parties.",1
"18.A. General provisions for the communication of informationby PartiesWith the qualification of “taking into account their common but differentiatedresponsibilities and their specific national and regional development priorities,objectives  and  circumstances”, Article  4.1(a)  stipulates  that  all  Parties  are  to“develop, periodically update, publish and make available to the Conference ofthe Parties” national inventories of GHGs, “using comparable methodologiesto be agreed upon by the Conference of the Parties”. The inventories are toinclude  “anthropogenic  emissions  by  sources  and  removals  by  sinks  of allgreenhouse  gases  not  controlled  by  the  Montreal  Protocol”. Article  4.1(j)further stipulates that all Parties are to “communicate to the Conference of theParties information related to implementation”.",1
"Article  12  defines  national  communications  in  further  detail. Article  12.1(a)confirms the provisions of Article 4.1(a). Article 12.1(b) requires each Party todeliver “a general description of steps taken or envisaged … to implement theConvention”. In addition, Article 12.1(c) calls on Parties to communicate “otherinformation  that  the  Party  considers  relevant  to  the  achievement  oftheobjective  of the  Convention  and  suitable  for  inclusion  in  its  communication,including,feasible, material  relevant  for  calculations  of global  emissiontrends”. Article 12.2 concerns Annex I Parties (see section 18.B.1).",1
if,1
18,1
t,1
repahC,1
171,1
18,1
UNFCCC Handbook,1
Box 18.1: Provisions for national communications under the Kyoto Protocol ,1
"Articles 7.1 and 7.2 commit Annex I Parties to including supplementary information in their nationalcommunications and in their annual inventories of emissions and removals of GHGs to demonstratecompliance with Protocol commitments.Article 7.3 sets the timetable for submitting such information, taking into account the timetable forsubmission under the Convention. As provided for in Article 7.4, the COP/MOP will adopt guidelines for preparing information required underArticle 7, taking into account similar guidelines adopted by the COP for national communications by Annex IParties. These guidelines were indeed adopted at COP/MOP 1, by decisions 12/CMP.1 and 15/CMP.1.Article 8 indicates that information submitted under Article 7 is to be considered by expert review teams,following relevant decisions of the COP and guidelines of the COP/MOP. Additionally, information submittedfor the purpose of Article 7.2 is to be studied as part of the review of communications. Decision 22/CMP.1contains guidelines for review under Article 8 of the Protocol, while decision 23/CMP.1 defines terms ofservice for lead reviewers (see box 18.4).Under Article 10, all Parties commit themselves to including information on action and activities under theProtocol in their national communications, in accordance with relevant decisions by the COP. ",1
Article  12.5  sets  a  differentiated  timetable for  the  initial  communicationsfrom Parties:,1
"each Annex I Party “shall make its initial communication within sixmonths of the entry into force of the Convention for that Party”;each non-Annex I Party “shall make its initial communication within threeyears of the entry into force of the Convention for that Party, or of theavailability of financial resources in accordance with Article 4, paragraph3”, which states that developing country Parties are to be provided withfinancial resources to meet the full agreed costs for complying with theirreporting obligations under Article 12.1 (see chapter 13); andleast developed country Parties “may make their initial communication attheir discretion”.",1
"Article 12.8 states that any group of Parties may “make a joint communication …,provided that such a communication includes information on the fulfilment byeach of these Parties of its individual obligations under the Convention”. Useof this provision is subject to prior notification and guidelines adopted by theCOP. Until  now, however, no  Party  has  made  use  of this  possibility, and  nospecific  provisions  for  joint  communications  have  been  included  in  theConvention guidelines for national communications.",1
"The Convention also determines the tasks Convention bodies have to carryout as far as communicating information is concerned. Thus, the COP has to,for example:",1
"“promote and guide … the development and periodic refinement ofcomparable methodologies, to be agreed on by the Conference of theParties, inter alia, for preparing inventories of greenhouse gas emissionsby sources and removals by sinks, and for evaluating the effectiveness of",1
172,1
Communicating information on implementation,1
18,1
"measures to limit the emissions and enhance the removals of these gases”(Article 7.2(d));“assess, on the basis of all information made available to it … , theimplementation of the Convention by the Parties, the overall effects of themeasures taken pursuant to the Convention, in particular environmental,economic and social effects as well as their cumulative impacts and theextent to which progress towards the objective of the Convention is beingachieved” (Article 7.2(e));“consider and adopt regular reports on the implementation of theConvention and ensure their publication” (Article 7.2(f));review the information provided by Annex I Parties on their policiesand measures “at its first session and periodically thereafter” (Article4.2(b));consider and agree, at its first session, methodologies for calculatingGHG emissions and removals for the purposes of Annex I Parties’ specificcommitments, and review these methodologies regularly thereafter(Article 4.2(c));",1
 determine the frequency of communications by Parties that follow the,1
"initial communications (Article 12.5);arrange, from its first session, for “the provision to developing countryParties of technical and financial support, on request, in compiling andcommunicating information [under Article 12], as well as in identifying thetechnical and financial needs associated with proposed projects andresponse measures under Article 4” (Article 12.7); andestablish criteria on how to aggregate confidential information submittedby Parties (Article 12.9).",1
"The  COP  may  also  further  consider  the  procedures  for  communicatinginformation, if necessary (Article 12.6).",1
"For the subsidiary bodies, the work on methodologies, such as those appliedto preparing inventories, forms part of the SBSTA’s tasks. The SBI considersthe information communicated by Parties. In particular, it has to:",1
"“assess the overall aggregated effect of the steps taken by the Parties inthe light of the latest scientific assessments concerning climate change”from information submitted by all Parties following Article 12.1 (Article10.2(a)); and“assist the COP in carrying out the review of the adequacy ofcommitments” from information submitted by Annex I Parties followingArticle 12.2, as required by Article 4.2(d) (Article 10.2(b); see chapter 11).",1
The secretariat has to:,1
"“compile and transmit reports submitted to it” (Article 8.2(b)); as well as“facilitate assistance to the Parties, particularly developing countryParties, on request, in the compilation and communication of informationrequired in accordance with the provisions of the Convention” (Article8.2(c); see chapter18.D).",1
173,1
18,1
UNFCCC Handbook,1
"Furthermore, Article  12  requires  the  secretariat  to  transmit  the  informationfrom  Parties  as  soon  as  possible  to  the  COP  and  to  any  subsidiary  bodiesconcerned  (Article  12.6)  and  to  make  it  publicly  available  at  the  same  time(Article  12.10). Before  making  information  available, the  secretariat  has  toaggregate any information designated by a Party as confidential, to safeguardits confidentiality (Article 12.9).",1
"18.B. National communications from Annex I PartiesThe  national  communications  from  Annex  I  Parties  are  subject  to  specificprovisions under the Convention, supplemented with guidelines adopted bythe  COP. Section  18.B.1  describes  the  provisions  and  Section  18.B.2addresses  the  guidelines. Section  18.B.3  then  describes  the  procedures  forreviewing the information.",1
"Most of the 41 Annex I Parties submitted their first national communicationin 1994 or 1995, their second in 1997 or 1998, and their third between 2001and  2003. The  deadline  for  the  fourth  communication  was  1  January  2006(decision  4/CP.8). As  of May  2006, 22  Parties  have  submitted  their  fourthnational communication.",1
"18.B.1. Relevant provisions of the ConventionAccording  to  Article  4.2(b)  ofthe  Convention, each  Annex  I  Party  “shallcommunicate … detailed information on its policies and measures” to mitigateclimate change “as well as on its resulting projected greenhouse gas emissionsand removals”. This applies to the policies and measures implemented with theaim of returning Annex I Parties’ emissions to their 1990 levels by the end ofthe 1990s, mentioned in Article 4.2(a) (see chapter 11). The information is to becommunicated within six months of the entry into force of the Convention fora Party, and periodically thereafter (Article 4.2(b)).",1
"Article  4.2(c)  states  that  calculations  of emissions  and  removals  of GHGs“should take into account the best available scientific knowledge, including theeffective  capacity  of sinks  and  the  respective  contributions  of such  gases  toclimate  change. The  Conference  of the  Parties  shall  consider  and  agree  onmethodologies  for  these  calculations  at  its  first  session  and  review  themregularly  thereafter”. Accordingly, COP  1  provided  initial  guidance  onmethodologies  (decision  4/CP.1), referring  in  particular  to  the  guidancedeveloped by the IPCC. Subsequent guidance is described in section 18.C.",1
"Consistently with Article 4.2, Article 12.2 stipulates that each Annex I Party isto incorporate in its communication:",1
“a detailed description of the policies and measures that it has adopted toimplement its commitment” under Article 4.2(a) and 4.2(b) (Article12.2(a)); anda “specific estimate of the effects that these policies and measures willhave on anthropogenic emissions by its sources and removals by its sinksof greenhouse gases” during the period referred to in Article 4.2(a)(Article 12.2(b)).,1
174,1
Communicating information on implementation,1
18,1
"In  addition, Article  12.3  commits  Annex  II  Parties  to  incorporating  in  theircommunications details of measures which provide for financial assistance (seechapter  13)  and  technology  transfer  (see  chapter  14)  to  developing  countryParties, taken in accordance with Article 4.3, 4.4 and 4.5.",1
"18.B.2. Reporting guidelinesThe  current  reporting  guidelines212 were  adopted  by  decision  4/CP.5  at COP  5  (1999). They  were  developed  from  earlier  guidance, initially  from the  guidelines  adopted  by  the  Intergovernmental  Negotiating  Committee(INC)  in  1994213, which  Annex  I  Parties  used  for  their  first  nationalcommunications. The  COP  adopted  revised  guidelines  in  1996  (decision9/CP.2), which were used for second national communications. In 1999, theCOP  adopted  additional  guidelines  (decisions  3/CP.5  and  4/CP.5)  forreporting by Annex I Parties.",1
"Before  1999  the  reporting  guidelines  for  Annex  I  Parties  covered  nationalcommunications  as  well  as  inventories, but  COP  5  introduced  separateguidelines  for  annual  inventories  (decision  3/CP.5; see  section  18.C.2)  andnational communications (decision 4/CP.5). COP 5 also asked Annex I Partiesto  provide  detailed  reports  on  their  activities  in  relation  to  systematicobservation,in  accordance  with  separate  guidelines  adopted  by  decision5/CP.5214 (see chapter 15.B).",1
"According  to  the  current  reporting  guidelines, Annex  I  Parties  are  tocommunicate  the  relevant  information  in  a  single  document, in  one  of theofficial  languages  ofthe  United  Nations. Five  hundred  copies  should  besubmitted  to  the  COP  through  the  secretariat. Annex  I  Parties  should  also",1
Box 18.2: Additional information relevant to Annex I Parties’ fourth nationalcommunication,1
"Annex I Parties, in preparing their fourth national communications, should take into account the followingdecisions and conclusions on: national communications: decisions 4/CP.8 and 1/CP.9; emissions projections: SBI 23 conclusions; capacity-building: decisions 2/CP.7, 3/CP.7, 2/CP.10 and 3/CP.10; research and systematic observation, decision 5/CP.5; education, training and public awareness, decisions 11/CP.8 and 7/CP.10; adaptation and response measures, decisions 1/CP.10 and 5/CP.7.Links to a number of relevant workshop reports and additional information is available through thesecretariat’s dedicated web site at <http://unfccc.int/national_reports/annex_i_national_communications/fourth_national_communications/items/3360.php>.",1
"212 Guidelines for the preparation of national communications by Parties included in Annex I of the Convention, Part II:",1
"UNFCCC reporting guidelines on national communications. FCCC/CP/1999/7, pp. 80-100.<http://maindb.unfccc.int/library/view_pdf.pl?url=http://unfccc.int/resource/docs/cop5/07.pdf>.",1
"213 Decision 9/2, contained in A/AC.237/55, Annex I.214 FCCC/CP/1999/7, pp. 101-108 <http://maindb.unfccc.int/library/view_pdf.pl?url=http://unfccc.int/",1
resource/docs/cop5/07.pdf>.,1
175,1
18,1
UNFCCC Handbook,1
Box 18.3: Content of national communications – Annex I Parties,1
"National circumstances relevant to GHG emissions: Parties are to provide a description of their nationalcircumstances focusing on how they affect emissions and removals of GHGs, including possible changesover time. The information should encompass aspects such as government structure, population profile,geographic and climate profile, and economic profile with a description of relevant sectors of the economy.Parties requesting flexibility or consideration, in accordance with Article 4.6 (EITs) or Article 4.10 (countrieswith economies depending heavily on fossil fuels), are required to state the type of special consideration theyare seeking and provide a full explanation of their circumstances. ",1
GHG inventory information: Parties are to provide summary information from their national GHG inventories(see Section 18.C). This information must be provided for the period from the base year (usually 1990) to thelast but one year before submitting the national communication.,1
"Policies and measures (see chapter 11.B): Parties must communicate information on policies andmeasures adopted to implement their mitigation commitments under Article 4.2(a) and (b). Parties shouldreport on policies and measures planned, adopted and/or implemented at the national, state, provincial,regional and local level, including those that do not have the limitation and reduction of GHG emissions as aprimary objective. Priority should be given to the policies and measures which have the most significanteffect on GHG emissions and removals. Communications of policies and measures are to be organized bysectors, subdivided by GHG. Sectors should include energy, transport, industry, agriculture, forestry andwaste management. Projections on the mitigation impact of individual policies and measures should be givenfor particular years such as 1995, 2000 and 2005. Information on the general context of the process ofpolicy making should also be provided. ",1
"Projections and the total effect of policies and measures: Parties must indicate expected future trends inGHG emissions and removals under current policies and measures (“with measures” projection). They mayalso provide a projection of emissions and removals in lieu of such policies and measures (“withoutmeasures” projection), as well as a projection “with additional measures”. The starting points of “withmeasures” and “with additional measures” projections will generally be the latest year for which inventorydata are available in the national communication, while the starting point of “without measures” projectionmay be earlier. Projections are to be presented by sector and by GHG. Projections for future years should beprovided in five-year steps from 2005 to 2020. ",1
"Vulnerability assessment, climate change impacts and adaptation measures (see chapter 12): Partiesmust provide information on the expected impacts of climate change, as well as an outline of their activities ",1
"submit  to  the  secretariat, where  relevant, a  translation  ofcommunication into English.",1
their  national,1
The national communication has to contain the following major sections:,1
national circumstances relevant to GHG emissions;,1
 GHG inventory information;,1
"policies and measures;projections and the total effect of policies and measures;vulnerability assessment, climate change impacts and adaptationmeasures;financial resources and transfer of technology (Annex II Parties);research and systematic observation; andeducation, training and public awareness.",1
176,1
Communicating information on implementation,1
18,1
"to adapt to climate change following Article 4.1(b) (on national measures for adaptation) and Article 4.1(e) (oncooperation among Parties for adaptation and for preparing adaptation-related plans). Parties may refer, interalia, to integrated plans for coastal zone management, water resources and agriculture. Parties areencouraged to use methodological guidance prepared by the IPCC215 and the United Nations EnvironmentProgramme (UNEP)216.",1
Financial resources and transfer of technology (see chapters 13 and 14): Annex II Parties are required toprovide details on their implementation of commitments for providing financial resources and transferringenvironmentally sound technologies to developing country Parties. This includes indications of:,1
" “new and additional” financial resources provided, in particular through contributions to the GEF, to",1
